Dte. Barri AEB SC Electors Votants Abstenció CiU PSC-PM PP ICV-EUiA-E UpB-ERCRiDC CUP-AxB C's Eb-CenB SI EV-GVE PIRATA.CAT PACMA PxC PUM+J UPyD PDLPEA L.B.B. PCPC P.A.T.O. PRE-IR PH PFiV FE-JONS SAIn U.C.E. Blancs Nuls
BARCELONA    1.163.594 616.537 547.057 174.122 134.193 104.475 62.979 33.900 11.833 11.742 10.115 6.823 6.128 4.675 4.308 3.405 1.593 1.463 1.382 1.189 979 954 710 624 533 349 246 219 27.107 10.491
10 67 210 51 1.095 639 456 162 136 113 61 39 13 21 12 7 5 3 3 1 3 4 1 1 1 2 0 0 1 0 0 0 34 16
10 67 210 52 1.482 899 583 226 216 95 127 53 28 27 12 8 9 6 7 3 2 3 1 1 1 2 0 0 0 1 0 0 47 24
10 67 210 53 1.254 831 423 201 188 95 129 52 40 18 16 19 6 4 2 3 3 1 1 0 0 1 1 1 0 1 0 0 39 10
10 67 210 54 672 388 284 94 77 88 41 22 4 11 4 2 3 1 2 0 1 0 1 0 0 2 0 0 0 1 1 0 26 7
10 67 211 55 1.577 1.015 562 312 243 101 131 52 23 25 16 29 7 6 1 0 3 0 0 0 2 0 1 0 2 1 0 0 51 9
10 68 212 56 1.120 448 672 110 99 44 63 30 14 5 14 3 8 6 5 2 1 0 3 0 1 1 2 0 0 0 0 0 27 10
10 68 212 57 948 444 504 99 101 52 72 32 9 6 9 7 7 5 3 1 2 0 0 0 0 0 1 2 0 0 0 0 23 13
10 68 212 58 749 355 394 111 68 27 47 26 12 6 11 6 4 5 6 1 1 0 1 0 1 0 0 0 0 0 0 0 14 8
10 68 213 59 1.081 527 554 113 126 71 67 37 14 12 11 7 11 8 9 3 0 1 1 0 0 1 0 0 0 0 1 0 21 13
10 68 213 60 1.000 517 483 143 110 42 80 30 23 7 11 6 12 6 2 3 4 0 0 0 0 1 2 1 0 0 0 0 16 18
10 68 213 61 1.252 763 489 263 124 58 91 68 27 12 6 15 10 4 8 7 1 0 3 2 1 0 0 0 0 0 0 0 40 23
10 68 213 62 1.089 675 414 216 138 51 95 57 30 11 10 10 5 6 8 1 4 1 1 1 1 0 0 1 0 0 0 0 16 12
10 68 214 63 992 519 473 163 100 51 75 32 9 9 13 8 5 9 2 2 0 0 1 1 1 2 0 0 0 0 0 0 27 9
10 68 214 64 1.090 585 505 197 103 26 78 52 27 9 21 6 7 7 6 6 0 1 2 0 2 2 0 0 0 1 1 0 21 10
10 68 214 65 1.163 650 513 186 115 45 114 59 13 8 13 10 2 10 8 4 5 2 1 1 0 0 0 0 1 2 0 0 39 12
10 68 214 66 1.427 775 652 212 122 67 149 50 27 17 25 9 10 8 3 6 0 4 0 1 2 0 0 2 0 0 0 0 41 20
10 68 214 67 1.143 644 499 212 107 73 73 51 18 20 12 14 6 7 5 1 1 3 0 0 1 1 0 1 0 0 0 0 30 8
10 68 214 68 1.050 551 499 124 116 64 81 35 16 11 12 13 11 2 1 2 2 1 2 2 0 0 2 2 0 1 1 1 36 13
10 68 215 69 1.318 678 640 130 190 67 95 48 22 25 14 7 6 6 3 1 3 2 0 2 4 0 4 2 0 0 0 0 35 12
10 68 215 70 1.173 610 563 140 138 66 112 41 21 3 17 9 4 2 2 4 1 0 5 2 2 1 0 1 0 0 0 0 21 18
10 68 215 71 1.310 687 623 175 143 86 126 37 9 16 12 10 3 6 4 3 0 0 0 3 2 1 0 0 0 0 0 0 44 7
10 68 215 72 1.377 665 712 135 174 64 121 56 12 11 14 7 9 6 3 3 1 3 1 1 0 1 0 0 0 0 0 1 34 8
10 68 215 73 1.176 585 591 140 132 90 88 43 14 6 6 7 5 3 8 3 2 0 1 0 1 2 1 0 0 0 0 1 22 10
10 68 215 74 1.131 569 562 142 153 54 79 25 14 6 11 8 7 6 4 8 0 0 1 1 1 1 0 3 1 0 0 0 31 13
10 68 215 75 1.112 563 549 119 139 78 82 47 4 5 10 5 10 4 4 9 3 2 0 0 1 2 0 0 0 0 0 0 32 7
10 69 216 76 3.449 1.820 1.629 290 520 247 240 124 24 49 57 17 23 23 19 11 6 2 3 2 6 4 2 2 2 0 1 0 114 32
10 69 217 77 1.097 642 455 172 116 73 106 42 6 28 14 13 8 4 3 3 4 2 0 1 1 4 1 0 0 0 1 0 29 11
10 69 217 78 1.339 824 515 219 164 117 104 48 20 30 17 10 8 5 2 1 6 2 1 0 0 0 1 0 0 0 1 0 54 14
10 69 217 79 1.290 685 605 131 183 86 141 40 9 11 8 5 7 2 4 13 2 3 0 2 0 0 0 1 0 1 0 2 21 13
10 69 218 80 1.108 566 542 176 112 92 57 19 8 20 12 5 10 6 5 0 0 2 1 0 0 0 0 0 2 0 0 0 29 10
10 70 219 81 1.279 542 737 84 206 94 63 10 4 13 7 1 9 7 2 6 1 0 2 1 2 1 0 0 0 0 0 0 24 5
10 70 219 82 928 304 624 34 127 53 22 7 3 18 0 1 4 0 0 11 1 2 0 3 1 0 2 0 0 0 0 0 8 7
10 70 219 83 948 326 622 47 134 58 20 15 0 11 0 1 1 1 4 3 2 4 0 1 2 2 1 0 0 0 0 1 13 5
10 70 219 84 981 362 619 41 152 76 26 16 5 4 0 1 3 1 0 14 0 6 1 1 1 0 0 0 0 0 0 0 9 5
10 70 220 85 1.164 473 691 56 200 99 36 14 4 3 2 2 5 4 2 8 3 1 5 1 0 0 0 0 0 1 1 0 17 9
10 70 220 86 1.237 539 698 70 199 103 56 18 1 10 5 1 12 5 0 11 0 2 1 3 3 1 1 2 0 0 0 3 19 13
10 70 220 87 1.231 488 743 50 199 99 29 19 1 12 2 0 10 6 5 17 1 0 8 3 1 0 0 0 0 0 0 0 15 11
10 70 220 88 1.234 579 655 70 180 156 41 20 5 14 11 1 8 2 3 6 1 1 0 2 1 2 3 1 0 0 0 0 42 9
10 70 221 89 1.112 409 703 66 141 97 36 12 3 5 3 0 1 2 4 7 1 2 2 0 3 1 2 0 0 0 1 0 10 10
10 70 222 90 1.010 455 555 55 168 85 43 12 7 12 5 1 9 2 1 9 1 2 1 1 4 1 0 0 0 0 0 0 31 5
10 70 222 91 1.487 706 781 91 266 148 69 22 6 18 7 1 10 3 6 4 1 3 5 1 4 1 2 1 0 0 1 0 25 11
10 70 222 92 1.378 639 739 80 228 114 68 16 1 19 11 5 9 2 6 10 2 1 2 0 5 2 0 0 1 1 0 0 34 22
10 70 222 93 939 495 444 70 168 95 47 21 7 14 9 1 3 3 3 2 3 0 1 1 2 1 3 1 1 1 0 0 28 10
10 71 223 94 1.521 674 847 137 168 81 107 50 6 20 14 7 7 10 4 9 2 1 0 0 0 1 0 1 0 0 0 1 37 11
10 71 223 95 758 262 496 53 68 45 27 18 0 2 4 6 5 3 4 1 0 0 1 0 1 0 1 0 0 0 0 0 19 4
10 71 224 96 1.075 626 449 177 144 79 87 30 10 13 9 5 6 7 0 5 1 2 0 1 1 3 2 0 0 0 0 0 36 8
10 71 224 97 1.078 557 521 143 156 68 60 27 6 18 7 9 12 7 4 4 2 1 0 0 0 1 0 1 1 0 0 0 19 11
10 71 224 98 1.434 738 696 137 195 127 95 60 7 17 5 13 5 4 4 10 1 0 0 1 0 0 0 1 0 0 0 0 38 18
10 71 224 99 829 328 501 81 87 38 42 19 6 6 2 3 2 4 5 4 1 3 2 0 0 0 0 0 0 0 0 0 18 5
10 71 224 100 1.183 621 562 158 156 106 70 38 10 11 12 9 2 2 1 6 1 1 0 0 0 0 0 1 0 1 0 0 29 7
10 71 225 101 1.401 637 764 117 187 117 56 30 4 23 8 8 12 7 3 11 1 0 2 3 0 0 0 2 0 1 1 0 30 14
10 71 225 102 1.967 1.001 966 140 324 209 87 48 6 40 13 7 12 7 5 9 2 3 4 3 3 1 1 3 0 0 0 0 61 13
10 71 225 103 1.834 1.062 772 157 305 222 115 57 16 22 14 6 12 16 10 7 2 2 9 2 8 0 1 1 1 0 2 0 52 23
10 71 225 104 1.464 782 682 145 180 138 114 53 6 31 10 12 8 8 2 5 2 0 5 1 0 3 3 0 0 2 0 2 34 18
10 72 226 105 1.672 883 789 166 241 177 81 39 7 27 21 15 12 7 6 12 0 2 0 4 3 2 1 0 0 2 1 1 42 14
10 72 226 106 836 438 398 78 116 94 51 24 1 6 7 3 2 2 6 0 0 2 2 0 3 8 0 1 0 1 0 0 18 13
10 72 226 107 1.201 643 558 125 167 110 86 26 11 14 8 5 9 3 10 4 0 1 4 0 0 3 3 1 0 0 0 0 38 15
10 72 226 108 1.143 628 515 60 86 345 31 14 1 25 4 2 7 4 3 2 0 2 2 0 1 1 0 1 2 0 0 0 23 12
10 72 226 109 1.202 688 514 118 235 133 69 18 5 16 9 4 6 3 4 7 0 0 4 1 3 2 4 2 1 1 0 0 32 11
10 72 226 110 1.261 636 625 97 231 109 61 45 6 9 8 1 6 2 1 7 3 0 1 3 1 0 0 0 0 1 0 0 32 12
10 72 227 111 1.028 548 480 80 156 126 65 30 5 11 15 3 5 2 5 6 1 3 2 1 1 0 0 0 0 0 0 0 17 14
10 72 227 112 1.314 771 543 142 198 130 91 47 9 20 20 9 9 11 5 2 5 2 3 1 0 1 1 0 0 0 0 0 53 12
10 72 227 113 854 444 410 74 114 82 74 18 3 14 6 5 2 4 5 3 3 1 2 0 2 2 4 1 0 0 0 0 0 25
10 72 227 114 1.050 485 565 77 147 81 47 33 7 16 9 2 6 1 3 5 0 0 2 1 2 1 0 3 1 0 0 0 35 6
10 72 228 115 1.121 547 574 91 183 107 40 31 7 9 8 0 6 5 3 6 1 0 1 1 3 0 0 0 0 1 1 0 26 17
10 72 228 116 1.410 706 704 69 240 220 54 16 5 14 4 0 6 2 7 11 1 6 0 0 4 2 0 1 0 1 1 0 30 12
10 72 228 117 1.035 523 512 77 171 128 45 17 1 3 2 13 4 8 4 1 0 2 6 0 3 0 2 1 2 0 0 0 22 11
10 72 228 118 813 476 337 144 97 57 57 37 6 8 5 3 4 4 4 2 4 0 1 4 0 0 1 2 0 0 0 0 22 14
10 72 228 119 884 470 414 95 131 101 43 20 5 10 8 4 10 5 7 2 0 0 0 1 1 4 0 0 0 0 0 1 15 7
10 72 229 120 1.075 545 530 111 183 90 57 33 1 8 6 7 3 3 1 1 0 0 0 0 2 4 1 0 0 0 0 0 22 12
10 72 229 121 1.133 560 573 116 182 82 64 31 6 7 7 4 6 0 8 6 1 4 1 0 0 0 2 0 1 0 2 0 15 15
10 72 229 122 1.291 756 535 153 194 143 90 40 7 17 16 11 6 6 4 4 2 3 5 3 1 3 1 0 0 0 0 0 42 5
10 73 230 123 1.057 567 490 95 170 125 50 12 2 25 10 10 7 5 2 12 3 1 1 0 1 0 0 2 0 2 0 0 17 15
10 73 230 124 913 435 478 60 110 106 58 21 4 12 4 2 6 5 6 12 0 3 1 2 0 0 0 0 1 0 0 0 19 3
10 73 230 125 896 436 460 61 150 92 51 7 4 15 10 3 1 6 2 4 1 0 0 1 0 0 0 1 1 0 0 0 17 9
10 73 230 126 905 509 396 99 136 91 48 27 7 16 5 0 7 4 3 9 1 2 3 3 0 1 0 3 2 0 0 0 32 10
10 73 230 127 737 363 374 49 80 83 53 13 5 19 5 2 10 7 5 3 1 0 0 0 0 0 0 1 0 0 0 0 22 5
10 73 230 128 1.375 796 579 135 201 185 95 26 5 21 16 3 11 7 2 9 5 1 2 1 0 2 0 0 0 2 1 1 41 24
10 73 230 129 989 555 434 76 141 145 69 24 3 20 11 1 5 2 2 1 3 0 1 1 4 0 0 0 0 1 0 0 42 3
10 73 231 130 964 573 391 55 140 217 47 18 5 20 2 1 10 3 4 3 2 3 2 2 1 0 0 1 0 0 0 0 28 9
10 73 231 131 1.003 563 440 102 169 117 45 26 11 12 10 1 14 3 3 6 2 3 0 0 2 0 0 2 0 0 0 0 23 12
10 73 231 132 997 561 436 46 174 179 47 23 5 7 7 4 6 0 4 1 0 2 1 1 2 1 2 2 1 2 0 0 37 7
10 73 231 133 1.302 707 595 113 230 178 62 15 7 17 7 5 8 7 2 4 3 1 2 2 2 4 2 1 0 2 1 0 22 10
10 73 231 134 1.250 708 542 161 228 125 69 45 1 9 1 2 10 2 5 3 3 2 7 1 0 3 1 0 0 1 0 0 20 9
10 73 231 135 945 472 473 63 155 139 41 6 1 14 9 2 5 2 1 4 1 4 0 1 2 0 0 0 0 0 0 0 8 14
10 73 232 136 1.121 584 537 78 190 153 51 23 7 8 10 5 7 2 0 6 2 3 2 1 3 0 0 1 1 1 0 0 23 7
10 73 232 137 1.258 528 730 82 189 113 43 13 4 19 3 2 3 7 3 9 2 1 0 2 1 2 0 2 0 0 0 2 20 6
10 73 232 138 1.116 423 693 49 134 110 20 19 3 19 6 3 5 6 8 5 1 0 1 5 0 2 0 1 0 1 0 1 17 7
10 73 232 139 1.207 573 634 53 203 158 44 24 2 13 10 1 6 2 7 5 2 2 1 1 2 3 0 0 3 0 0 0 22 9
10 73 233 140 1.227 546 681 83 200 122 41 19 3 0 4 6 13 2 4 4 1 3 1 1 0 0 2 1 1 1 0 0 24 10
10 73 233 141 895 383 512 42 135 98 31 6 2 6 5 1 6 4 1 8 0 1 2 1 2 0 3 0 1 0 0 0 16 12
10 73 233 142 1.196 546 650 53 203 136 33 23 8 22 4 0 9 4 1 12 0 2 2 1 2 0 2 0 0 0 0 0 19 10
10 73 233 143 1.314 614 700 85 180 149 53 22 7 14 3 6 9 7 9 9 0 1 4 5 1 2 4 5 0 0 1 1 29 8
